usuario_id,nombre_completo,email,telefono,edad,genero,pais,ciudad_envio,estado_cuenta,fecha_registro,n_pedidos,gasto_total,ticket_medio,pedidos_tarde,rating_medio,origen_dato
2566,José Escamilla,ovigil@example.org,+34 846 854 142,32.0,Otro,España,Bilbao,Inactivo,2024-08-01,3.0,2561.28,853.7600000000001,1.0,2.0,regex
2567,Eulalia Revilla,marquezjuan-luis@example.com,+34 977 150 451,68.0,,España,Valencia,Suspendido,2024-10-27,2.0,1705.83,852.915,0.0,,regex
2568,Miguel Bermudez,maria91@example.org.,+34 949 842 326,,Otro,España,Sevilla,Activo,2024-05-15,3.0,11855.3,3951.7666666666664,0.0,5.0,regex
2569,Linda Galiano,ffabra@example.org.,1-197-323-8154x552,41.0,M,Venezuela,Barcelona,Inactivo,2026-04-04,5.0,12742.25,2548.45,0.0,5.0,regex
2570,Marco Antonio Piquer,selenagarrido@example.com,(093)099-9868,32.0,Otro,México,Puebla,Activo,2025-02-26,2.0,6554.51,3277.255,1.0,3.0,regex
2571,Adán Valentín,zvarela@example.net,+34985 191 948,41.0,,Perú,Lima,Activo,2024-03-05,0.0,0.0,,0.0,,regex
2572,Fulgencio Blanco,cifuentesluis-miguel@example.org,1-175-863-7353,,M,Argentina,Buenos Aires,Activo,2023-11-08,0.0,0.0,,0.0,,regex
2573,Aldo Vargas,gpuente@example.com,(431)162-1065x1494,54.0,F,México,Guadalajara,Inactivo,2023-12-23,2.0,10813.34,5406.67,0.0,,regex
2574,José Fernández,nietopaulino@example.com,00302759608,,Otro,España,Valencia,Activo,2024-12-31,1.0,851.31,851.31,0.0,5.0,regex
2575,Sandra Mármol,florenciacruz@example.org.,+34883945212,73.0,M,Venezuela,Barquisimeto,Activo,2025-06-24,3.0,8934.32,2978.1066666666666,0.0,4.0,regex
2576,Amalia Chávez,arribasisabel@example.com,+34828514140,45.0,Otro,Perú,Trujillo,Suspendido,2025-09-20,2.0,8071.969999999999,4035.9849999999997,0.0,,regex
2577,Adela Herranz,tlaboy@example.org,641.226.4725,37.0,Otro,Perú,Lima,Activo,2025-06-04,3.0,4074.46,1358.1533333333334,0.0,,regex
2578,Lucho Galarza,longoriacarmen@example.com,+34987 174 425,53.0,Otro,Chile,Valparaíso,Activo,2026-02-22,5.0,2735.51,547.1020000000001,0.0,4.0,regex
2579,Óliver Escamilla,lsantacruz@example.org,+34 826 22 46 61,50.0,F,Perú,Cusco,Activo,2026-01-03,1.0,2871.23,2871.23,0.0,,regex
2580,Elodia Abreu,solediana@example.net,+34 963515911,43.0,,México,Puebla,Inactivo,2024-05-19,5.0,26882.93,5376.586,0.0,3.0,regex
2581,Jonatan Sabater,herminiaordonez@example.org,+34 981 970 860,46.0,F,España,Madrid,Inactivo,2026-01-19,5.0,9487.12,1897.4240000000002,0.0,5.0,regex
2582,Adelia Montaño,jose-carlosfarias@example.com,+34 980 201 533,,Otro,Chile,Valparaíso,Inactivo,2023-06-07,2.0,1658.51,829.255,1.0,,regex
2583,Ángela Navarro,cjurado@example.com.,+34871 311 519,54.0,F,México,Tijuana,Suspendido,2024-11-12,4.0,2636.58,659.145,1.0,3.5,regex
2584,Paola Cotto,mrosell@example.org,(309)903-4913,30.0,F,Chile,Valparaíso,Activo,2024-06-03,0.0,0.0,,0.0,,regex
2585,Timoteo Estévez,fsalgado@example.org,(635)145-2282,61.0,,Chile,Antofagasta,Activo,2023-10-10,3.0,577.63,192.54333333333332,0.0,,regex
2586,Esmeralda Segura,rosarioramon@example.net,+34882 965 775,41.0,M,Venezuela,Maracaibo,Activo,2026-05-09,0.0,0.0,,0.0,,regex
2587,Osvaldo Carreras,ontiverosguadalupe@example.org,(123)154-0244,66.0,F,Perú,Lima,Inactivo,2024-11-12,2.0,9104.62,4552.31,0.0,,regex
2588,Sol Mesa,pulidoharoldo@example.org,034-914-1052,19.0,,Chile,La Serena,Activo,2023-11-10,5.0,3394.98,678.996,1.0,4.0,regex
2589,Luna Exposito,humberto43@example.com,(879)674-6726x986,35.0,F,Venezuela,Barcelona,Activo,2023-05-16,0.0,0.0,,0.0,,regex
2590,Jessica Fábregas,amariliscepeda@example.org,+26(7)1996149491,,F,Colombia,Cali,Activo,2023-09-19,1.0,3367.59,3367.59,0.0,4.0,regex
2591,Joaquín Castañeda,friaspamela@example.com.,1-260-682-2879x56141,58.0,M,Perú,Arequipa,Suspendido,2025-01-19,3.0,5412.38,1804.1266666666668,1.0,,regex
2592,Juana Pedrosa,faustonavas@example.com,+34 982 506 903,52.0,Otro,Venezuela,Valencia,Activo,2025-10-19,3.0,2485.23,828.41,1.0,,regex
2593,Lucho Batista,augustocervantes@example.com,+34 732385951,38.0,M,Perú,Trujillo,Suspendido,2025-02-18,3.0,7393.68,2464.56,1.0,,regex
2594,Andrés Felipe Corral,artemiofuentes@example.org,823.398.9511x13997,,F,Perú,Cusco,Inactivo,2026-02-11,1.0,73.52,73.52,0.0,,regex
2595,Camila Zarate,ysole@example.com,+34880 60 84 22,32.0,F,México,Puebla,Suspendido,2025-10-14,4.0,18868.8,4717.2,0.0,3.0,regex
2596,Isaac Mayo,nancy65@example.com,1-062-068-1484,24.0,,Venezuela,Maturín,Inactivo,2025-02-13,1.0,1114.0,1114.0,0.0,5.0,regex
2597,Claudia Duran,galindoagustin@example.org.,391.419.8117,34.0,F,Colombia,Barranquilla,Suspendido,2024-02-08,4.0,3672.43,918.1075,0.0,5.0,regex
2598,Alfonso Abreu,reina50@example.com,271.929.8028,,F,Venezuela,Barcelona,Activo,2026-04-15,2.0,549.5,274.75,0.0,,regex
2599,Bruno Briseño,lucasduarte@example.com.,+34984851632,,Otro,España,Sevilla,Suspendido,2024-11-15,2.0,1125.02,562.51,0.0,4.0,regex
2600,Amelia Montero,araceli03@example.com,(265)941-5258,30.0,Otro,México,Tijuana,Activo,2024-12-07,2.0,3217.13,1608.565,0.0,,regex
2601,Nidia González,esierra@example.org,(466)847-1329,31.0,F,España,Valencia,Activo,2025-09-25,5.0,19107.19,3821.4379999999996,1.0,3.0,regex
2602,Maura Enríquez,azahar51@example.org,110-146-0235x3596,30.0,M,Argentina,Rosario,Activo,2024-11-20,1.0,674.04,674.04,0.0,4.0,regex
2603,Cleto Arriaga,jimenaherrera@example.com,167.660.2716,48.0,Otro,Venezuela,Maturín,Suspendido,2024-09-29,1.0,78.01,78.01,0.0,,regex
2604,Mayte Burgos,rafaelagras@example.com.,705)104-7308,35.0,M,España,Málaga,Activo,2023-09-12,3.0,3022.65,1007.5500000000001,0.0,3.0,regex
2605,Josefina Segura,eva14@example.net,+34724 446 978,42.0,Otro,México,Mérida,Suspendido,2023-10-18,4.0,15103.16,3775.79,2.0,1.5,regex
2606,Ramón García,alonsoaurora@example.net.,(893)345-0041x951,55.0,Otro,España,Sevilla,Inactivo,2023-12-14,2.0,8950.89,4475.445,0.0,,regex
2607,Iker Salazar,ebatista@example.org.,1-166-846-4820,,F,Venezuela,Barquisimeto,Activo,2025-08-30,2.0,9946.91,4973.455,0.0,4.0,regex
2608,Ariel Porras,espartacoleon@example.com.,+55(7)2477213963,74.0,,Colombia,Bogotá,Activo,2023-10-25,0.0,0.0,,0.0,,regex
2609,Saturnino Llamas,romerocristina@example.org.,+34731 70 66 86,50.0,F,Argentina,Tucumán,Inactivo,2025-10-23,3.0,4545.44,1515.1466666666665,0.0,3.0,regex
2610,Cornelio Vaca,armida40@example.com.,+57(1)2656564165,,,México,Mérida,Activo,2024-07-11,1.0,147.97,147.97,0.0,4.0,regex
2611,Barbara Reynoso,carreraenrique@example.org,+18(0)5893596792,45.0,F,Perú,Chiclayo,Activo,2023-11-26,2.0,551.3,275.65,1.0,,regex
2612,Citlali Rincón,montesalicia@example.net.,+34 871 598 480,36.0,M,Venezuela,Valencia,Suspendido,2023-07-21,3.0,1384.46,461.4866666666667,0.0,,regex
2613,Zacarías Agustín,gilbertocolunga@example.org,532)101-3398,72.0,,España,Málaga,Activo,2024-03-13,2.0,1737.15,868.575,0.0,,regex
2614,Jose Miguel Peres,victor90@example.org,+56(5)0257870909,74.0,M,Chile,Concepción,Activo,2025-03-10,1.0,2105.8,2105.8,0.0,,regex
2615,Isabel Zarate,rosendo36@example.net,+34 828 838 648,74.0,M,México,Puebla,Activo,2024-06-30,1.0,681.49,681.49,0.0,3.0,regex
2616,Rodrigo Bétancourt,juliorael@example.net.,07752969426,18.0,,España,Valencia,Activo,2024-06-05,2.0,3340.3199999999997,1670.1599999999999,0.0,,regex
2617,Paola Tirado,clemente24@example.com,+34971 70 50 87,,M,Colombia,Barranquilla,Activo,2026-02-25,3.0,9692.85,3230.9500000000003,0.0,,regex
2618,Modesto Curiel,oswaldo18@example.net,1-895-013-9193x870,42.0,F,Chile,La Serena,Suspendido,2026-02-13,3.0,676.64,225.54666666666665,1.0,3.0,regex
2619,Marc Almeida,leonelmenendez@example.org,+34821404624,32.0,F,Venezuela,Valencia,Inactivo,2024-12-15,1.0,2310.71,2310.71,0.0,,regex
2620,Natalia Quiñónez,segismundocamara@example.com,+34878089034,64.0,F,Venezuela,Barquisimeto,Inactivo,2025-09-08,1.0,225.76,225.76,0.0,,regex
2621,Leonel Guzmán,arnalrosenda@example.net,(968)617-7307,65.0,Otro,Venezuela,Maracaibo,Activo,2025-01-27,5.0,4659.98,931.9959999999999,0.0,4.0,regex
2622,Jordana Osorio,dbarreto@example.org,01035625762,22.0,Otro,Argentina,Rosario,Activo,2023-07-12,0.0,0.0,,0.0,,regex
2623,Erasmo Olivares,jose-luis00@example.org,(415)663-0572,52.0,M,México,Monterrey,Activo,2024-06-22,0.0,0.0,,0.0,,regex
2624,Nidia Almeida,sanmartinmelchor@example.net,+34 875905370,74.0,Otro,Chile,Temuco,Activo,2025-08-03,3.0,11300.83,3766.943333333333,0.0,5.0,regex
2625,Julio César Sastre,gasconezequiel@example.net,932-377-5677x9466,74.0,M,Perú,Iquitos,Suspendido,2023-12-21,1.0,263.53,263.53,0.0,,regex
2626,Leonel Marin,lourdesvalenzuela@example.net,+34 979 757 465,53.0,F,México,Puebla,Activo,2025-05-21,3.0,10269.78,3423.26,0.0,,regex
2627,Paulina Orta,asuncion92@example.com,+34972 934 682,63.0,M,Colombia,Cali,Inactivo,2023-08-18,2.0,8519.300000000001,4259.650000000001,0.0,5.0,regex
2628,Claudio Vázquez,itzelcardenas@example.org,863.414.4877x747,38.0,F,Colombia,Bucaramanga,Activo,2025-09-09,2.0,3060.8199999999997,1530.4099999999999,0.0,,regex
2629,Victoria Alfaro,zabaletabrunilda@example.com,+34980 79 60 68,,,Colombia,Medellín,Activo,2024-09-02,3.0,4913.87,1637.9566666666667,1.0,,regex
2630,Delia Murillo,adoracion84@example.com,+34844 163 465,42.0,Otro,Perú,Trujillo,Suspendido,2024-12-13,2.0,1035.94,517.97,0.0,4.0,regex
2631,Ilse Oliva,cazorlabernardo@example.com,+34878 82 98 79,63.0,F,Chile,La Serena,Activo,2024-12-13,3.0,9097.75,3032.5833333333335,0.0,4.0,regex
2632,Virginia Mascareñas,ulises60@example.org,+59(3)9670155226,30.0,F,Perú,Chiclayo,Activo,2023-08-04,2.0,769.49,384.745,0.0,,regex
2633,Juan José Noriega,victorzaragoza@example.com,(735)168-3202x2711,,M,Perú,Chiclayo,Activo,2025-04-25,1.0,369.69,369.69,0.0,4.0,regex
2634,Benito Blanca,apariciooswaldo@example.com,(555)773-4328x23913,65.0,F,Chile,Antofagasta,Activo,2026-05-04,1.0,161.46,161.46,0.0,,regex
2635,Carmela Ricart,sofia83@example.com,+34 985 46 98 73,,F,Perú,Trujillo,Suspendido,2025-02-02,0.0,0.0,,0.0,,regex
2636,Ignacio Mesa,mariocarbajal@example.net,+34975 024 469,,M,Chile,Valparaíso,Activo,2024-05-26,1.0,203.08,203.08,0.0,,regex
2637,Eligia Pino,velahector@example.com,+34 807626465,31.0,F,Venezuela,Barcelona,Suspendido,2023-11-21,0.0,0.0,,0.0,,regex
2638,Gabriel Ordóñez,cisnerosluisa@example.net.,092-749-3909,25.0,F,Argentina,Rosario,Inactivo,2025-05-31,1.0,371.54,371.54,0.0,,regex
2639,Emiliano Espada,gabriela12@example.net.,03684054165,19.0,Otro,Argentina,Buenos Aires,Activo,2026-05-06,0.0,0.0,,0.0,,regex
2640,Abril Sans,enieto@example.net.,+34803 32 26 07,,Otro,Venezuela,Barquisimeto,Activo,2024-03-20,3.0,1974.75,658.25,0.0,,regex
2641,Nancy Grijalva,qsolsona@example.net,431)032-3385,29.0,Otro,Colombia,Cali,Activo,2026-03-26,1.0,106.11,106.11,0.0,,regex
2642,Eugenio Pagès,aracelipichardo@example.net,1-996-822-4312,75.0,Otro,México,Mérida,Inactivo,2023-10-21,3.0,5311.719999999999,1770.573333333333,0.0,2.0,regex
2643,Mónica Diéguez,tejadacandelaria@example.org,02570670779,,,Colombia,Cartagena,Inactivo,2025-11-18,2.0,1228.12,614.06,0.0,,regex
2644,Flavio Macías,ursula97@example.org,+34 878 15 68 73,26.0,M,Chile,Temuco,Activo,2025-05-18,0.0,0.0,,0.0,,regex
2645,Marc Pombo,ruby63@example.net,(845)831-0903x585,,F,Venezuela,Valencia,Inactivo,2023-10-06,1.0,2147.35,2147.35,0.0,,regex
2646,Isa Sáenz,escobarmitzy@example.net,+34 846 64 21 02,20.0,M,México,Ciudad de México,Activo,2025-01-02,0.0,0.0,,0.0,,regex
2647,Dalia Torres,vribas@example.net,1-706-959-9019x6433,,Otro,Colombia,Bogotá,Inactivo,2024-08-06,1.0,1232.24,1232.24,1.0,,regex
2648,Cándida Amador,berenguerrosalva@example.org,+00(0)8222053220,31.0,Otro,Argentina,Rosario,Activo,2025-01-31,2.0,1125.38,562.69,0.0,,regex
2649,Juan Carlos Ángel,teobaldo61@example.com,+34711 478 247,43.0,M,Perú,Iquitos,Activo,2026-01-18,1.0,1034.89,1034.89,0.0,4.0,regex
2650,María José Torrens,pozasilvio@example.com,+34945888576,59.0,M,México,Puebla,Suspendido,2023-11-27,4.0,5725.42,1431.355,0.0,,regex
2651,Domingo Almonte,balduino24@example.com,+34 944327052,,,Chile,Concepción,Activo,2026-02-06,1.0,85.46,85.46,0.0,,regex
2652,Sandra Martínez,juana86@example.com,469-142-8400,,,Venezuela,Maturín,Suspendido,2025-08-21,2.0,2397.89,1198.945,1.0,,regex
2653,Frida Salv,bcalderon@example.com,+34982 232 258,30.0,F,España,Barcelona,Activo,2024-01-10,0.0,0.0,,0.0,,regex
2654,Daniel Gallart,narciso01@example.com,07765786610,18.0,Otro,Chile,Concepción,Inactivo,2023-06-19,2.0,1277.1799999999998,638.5899999999999,0.0,,regex
2655,Rufino Casado,trinidadjasso@example.com.,+34875348914,61.0,Otro,España,Valencia,Inactivo,2023-09-28,1.0,2750.86,2750.86,0.0,,regex
2656,Espartaco Montero,zoe80@example.net,+34981 75 75 75,25.0,,Perú,Iquitos,Activo,2026-03-13,0.0,0.0,,0.0,,regex
2657,Damián Cerdán,qballester@example.net.,468-501-3813,66.0,,Colombia,Barranquilla,Activo,2025-07-02,2.0,188.78,94.39,0.0,,regex
2658,Bianca Díaz,samuellosada@example.com.,+17(7)3370106536,,,España,Barcelona,Inactivo,2024-05-24,1.0,1014.08,1014.08,0.0,,regex
2659,Armando Suárez,arellanobibiana@example.org,(775)699-9060,64.0,F,Colombia,Barranquilla,Suspendido,2023-09-14,3.0,4040.7200000000003,1346.9066666666668,1.0,4.0,regex
2660,Sergio Alarcón,gpadron@example.org.,+34 842 107 586,57.0,Otro,México,Monterrey,Activo,2024-01-06,0.0,0.0,,0.0,,regex
2661,Alfredo Medina,jessicapi@example.org.,+34883928969,,M,Argentina,Tucumán,Activo,2024-11-26,3.0,1225.32,408.44,0.0,2.0,regex
2662,Carla Maya,qgamez@example.com.,1-642-206-9925x5830,66.0,F,España,Madrid,Activo,2023-12-14,2.0,1807.65,903.825,1.0,2.0,regex
2663,Oswaldo Seguí,qguillen@example.net,108.853.4883x1927,43.0,Otro,Chile,Temuco,Suspendido,2026-03-01,5.0,11410.28,2282.056,0.0,5.0,regex
2664,Natividad Maldonado,iexposito@example.net,+34 824671771,38.0,M,Chile,Santiago,Activo,2023-05-18,1.0,914.34,914.34,0.0,4.0,regex
2665,Alvaro Baeza,marco-antoniobarraza@example.com,1-741-791-8480,30.0,Otro,Venezuela,Valencia,Activo,2025-09-25,2.0,665.9200000000001,332.96000000000004,0.0,,regex
2666,Maricruz Bosch,benignodomingo@example.net,+34 886 890 401,42.0,M,Argentina,Buenos Aires,Activo,2025-07-15,1.0,3717.27,3717.27,0.0,,regex
2667,Perlita Canales,veraconchita@example.com,443-764-5618,,Otro,México,Guadalajara,Suspendido,2024-08-20,1.0,155.24,155.24,0.0,,regex
2668,Raúl Fábregas,silvano74@example.com,+34826487192,32.0,F,Venezuela,Maracaibo,Activo,2025-12-14,2.0,5381.93,2690.965,0.0,,regex
2669,Jacinto Peña,kcasas@example.com,126)669-9169,52.0,,Chile,Valparaíso,Inactivo,2025-05-19,6.0,29560.579999999998,4926.763333333333,1.0,4.666666666666667,regex
2670,José Manuél Reséndez,mnieto@example.com,(597)767-3800x75068,19.0,M,Perú,Iquitos,Inactivo,2023-12-07,2.0,8962.130000000001,4481.0650000000005,0.0,,regex
2671,Mercedes Gollum,leonsolsona@example.com,+34849 67 88 65,41.0,Otro,Colombia,Bogotá,Activo,2023-07-07,2.0,3600.3199999999997,1800.1599999999999,0.0,1.0,regex
2672,Filomena Ibarra,murillocristal@example.org.,1-213-305-8789,,M,México,Tijuana,Inactivo,2025-10-02,2.0,66.37,33.185,0.0,,regex
2673,Fidel Olivares,notero@example.org,+34 983 88 37 07,,,Colombia,Barranquilla,Activo,2025-11-08,1.0,110.95,110.95,0.0,,regex
2674,Silvestre Fabra,manu43@example.com,197.470.8486,70.0,Otro,Venezuela,Valencia,Activo,2024-03-27,2.0,2154.14,1077.07,0.0,,regex
2675,Rocío Grijalva,luisanino@example.net.,+34881162672,,M,México,Guadalajara,Suspendido,2023-05-22,3.0,2644.4900000000002,881.4966666666668,0.0,2.0,regex
2676,Dalia Báez,ericcabrero@example.com.,701)918-7171,57.0,M,Colombia,Medellín,Activo,2025-07-04,1.0,706.31,706.31,0.0,,regex
2677,Alba Villalobos,francisco-josebermudez@example.org,+34944 05 03 46,71.0,M,Argentina,Mendoza,Activo,2025-12-17,3.0,4392.63,1464.21,0.0,5.0,regex
2678,Ainoa Marquez,fjerez@example.com.,545.123.3559,25.0,M,Colombia,Bogotá,Suspendido,2024-08-07,3.0,10331.54,3443.846666666667,1.0,1.0,regex
2679,Silvano Oller,besquibel@example.net,+34 942338648,20.0,M,Chile,Santiago,Activo,2024-05-09,2.0,2814.15,1407.075,0.0,,regex
2680,Victoriano Iglesias,gaston50@example.org,+34947 536 470,53.0,M,Perú,Iquitos,Activo,2025-04-23,1.0,451.8,451.8,1.0,,regex
2681,Socorro Ruelas,juan-manuelbaron@example.com.,448-649-1535,45.0,,Colombia,Medellín,Activo,2025-01-25,2.0,231.22,115.61,0.0,,regex
2682,Elsa Benítez,ochoaemilio@example.net.,+34882 65 13 27,46.0,M,Perú,Iquitos,Activo,2023-07-03,1.0,1757.91,1757.91,0.0,4.0,regex
2683,Serafín Duran,eugenio84@example.com,+34825920509,30.0,Otro,Colombia,Barranquilla,Activo,2026-05-04,1.0,1319.24,1319.24,0.0,,regex
2684,Jorge Hervás,ilseverduzco@example.org,+34 955 711 924,32.0,F,Colombia,Cartagena,Activo,2023-10-11,5.0,6712.610000000001,1342.5220000000002,1.0,4.0,regex
2685,Abilio Roma,martacapdevila@example.net,+34 849 451 679,41.0,Otro,Venezuela,Maturín,Activo,2024-11-01,0.0,0.0,,0.0,,regex
2686,Carlos Aguilera,cadenamariana@example.org,+34 879 35 91 33,,M,México,Monterrey,Activo,2023-12-23,2.0,798.71,399.355,0.0,,regex
2687,Fernando Preciado,tcervantes@example.com,1-040-941-4771,61.0,F,Venezuela,Barquisimeto,Inactivo,2023-08-03,0.0,0.0,,0.0,,regex
2688,Luis Ángel Olvera,paezguiomar@example.com.,+34 979038647,,Otro,España,Málaga,Activo,2023-10-13,1.0,122.15,122.15,0.0,5.0,regex
2689,Isaac Cervera,magdalenafeliciano@example.com,+34 944 812 541,34.0,F,México,Mérida,Inactivo,2024-05-20,3.0,9768.68,3256.226666666667,0.0,,regex
2690,Azahar Toro,nmontenegro@example.org.,741-764-3441,51.0,M,Chile,Concepción,Activo,2024-05-22,3.0,8309.83,2769.943333333333,0.0,,regex
2691,Yeni Pomares,jeronimogamboa@example.org,+34841 44 48 34,,F,Argentina,La Plata,Activo,2023-09-18,2.0,1989.8500000000001,994.9250000000001,0.0,,regex
2692,Indira Sancho,gabino72@example.net,+34920 70 66 25,68.0,M,España,Valencia,Activo,2023-09-01,4.0,3026.7799999999997,756.6949999999999,1.0,3.0,regex
2693,Débora Amo,victoriarangel@example.com,+34 883948724,,Otro,Argentina,Córdoba,Activo,2025-02-09,2.0,3672.29,1836.145,0.0,,regex
2694,Timoteo Olivé,adelardomora@example.com,+34806808207,54.0,,Venezuela,Barcelona,Activo,2025-02-19,1.0,331.36,331.36,0.0,5.0,regex
2695,Francisco Javier Castelló,socorrocarrero@example.org,354-791-3027,,M,Perú,Arequipa,Activo,2025-02-12,1.0,503.64,503.64,0.0,3.0,regex
2696,Florencio Briseño,diezfortunato@example.com,+34927 799 883,71.0,Otro,Argentina,Tucumán,Inactivo,2025-09-21,3.0,869.75,289.9166666666667,1.0,3.0,regex
2697,Eric Rosado,gaspardonaire@example.com,+34677003781,,F,Colombia,Cartagena,Activo,2023-09-03,3.0,9515.560000000001,3171.853333333334,0.0,5.0,regex
2698,Amador Torres,guadalupeolivarez@example.org,1-208-515-1228x6600,25.0,F,Colombia,Barranquilla,Inactivo,2026-04-04,3.0,5800.009999999999,1933.3366666666664,0.0,,regex
2699,Reynaldo Carmona,xcanet@example.net,+34 879 648 737,27.0,M,Colombia,Cartagena,Inactivo,2025-06-12,2.0,889.1,444.55,0.0,,regex
2700,Marisela Coello,rsantillan@example.net,+34884 32 97 86,33.0,M,Chile,Antofagasta,Activo,2023-07-31,2.0,4918.71,2459.355,0.0,,regex
2701,Víctor Nicolás,ybonilla@example.net.,1-700-719-1035x336,,Otro,Colombia,Medellín,Suspendido,2026-01-24,1.0,575.94,575.94,0.0,,regex
2702,Darío Duarte,aitor51@example.com.,(866)314-3870x6115,46.0,M,España,Valencia,Activo,2023-10-17,2.0,1108.52,554.26,0.0,,regex
2703,Daniel Hidalgo,lucianapomares@example.com,07336664814,21.0,Otro,México,Guadalajara,Inactivo,2023-08-15,5.0,8555.61,1711.122,0.0,,regex
2704,Gabino Abascal,caropaola@example.org,+34946 38 22 44,24.0,,Chile,Santiago,Inactivo,2023-11-01,2.0,1336.74,668.37,0.0,,regex
2705,Gabino Blanco,pvalle@example.net,1-179-154-3698,,Otro,Perú,Arequipa,Activo,2026-01-13,5.0,12899.68,2579.936,0.0,4.0,regex
2706,Julián Zarate,alicialimon@example.net.,+80(9)1006956981,,Otro,Perú,Lima,Suspendido,2023-12-03,3.0,9880.7,3293.566666666667,1.0,,regex
2707,Che Rodrígez,splaza@example.org,+34 806750599,75.0,M,Colombia,Barranquilla,Activo,2025-04-28,2.0,2365.56,1182.78,0.0,,regex
2708,Germán Villalobos,penavictorino@example.org.,+34826 79 65 10,,,España,Valencia,Suspendido,2025-03-04,1.0,1949.78,1949.78,0.0,4.0,regex
2709,Calixta Méndez,lmancebo@example.com,1-583-931-8566x54934,75.0,F,Chile,Santiago,Activo,2026-03-23,2.0,2354.31,1177.155,0.0,,regex
2710,Nadia Reguera,somozaeulalia@example.net,1-320-197-0307,,Otro,Colombia,Bucaramanga,Activo,2026-04-02,2.0,2172.72,1086.36,1.0,,regex
2711,Nacho Tamez,carnerofito@example.net,1-615-180-7844x246,52.0,M,Colombia,Barranquilla,Activo,2024-08-29,2.0,472.09,236.045,0.0,1.0,regex
2712,Benjamín Chávez,upatino@example.com.,+34 865 44 58 47,20.0,F,Argentina,Rosario,Inactivo,2023-08-15,1.0,611.11,611.11,0.0,,regex
2713,Andrea Vela,lamasamaro@example.net.,+34 923 444 962,42.0,,Venezuela,Barcelona,Activo,2023-10-16,3.0,2561.25,853.75,0.0,,regex
2714,Tadeo Gurule,rodolfoarriaga@example.com.,675-244-2031x579,28.0,Otro,Perú,Iquitos,Inactivo,2023-05-20,3.0,2611.28,870.4266666666667,0.0,,regex
2715,Porfirio Calatayud,rafa07@example.com,+34 963 50 96 80,,Otro,Chile,Antofagasta,Suspendido,2025-01-23,5.0,8483.279999999999,1696.6559999999997,2.0,1.0,regex
2716,Ángel Ripoll,emilianozepeda@example.net,+34 927 260 177,60.0,,Perú,Cusco,Activo,2025-12-07,3.0,19771.93,6590.643333333333,1.0,4.0,regex
2717,Israel Frías,mcabello@example.com,701-823-3200,75.0,M,España,Sevilla,Suspendido,2024-04-30,1.0,317.6,317.6,0.0,,regex
2718,Armando Ozuna,adriana71@example.net.,311.564.8356,59.0,,Colombia,Cali,Activo,2026-03-18,2.0,4063.68,2031.84,0.0,4.0,regex
2719,Ivonne Campillo,evaochoa@example.com.,+34827 52 96 45,,F,Chile,Temuco,Inactivo,2025-08-11,5.0,7706.929999999999,1541.386,1.0,4.0,regex
2720,Juan Carlos Gallart,eligiocuevas@example.org,(807)018-2155x7412,58.0,M,México,Mérida,Suspendido,2023-08-29,0.0,0.0,,0.0,,regex
2721,Candelas Ferrero,bernalmariano@example.net,+34901 45 57 66,36.0,Otro,Perú,Iquitos,Inactivo,2023-10-22,1.0,74.66,74.66,0.0,,regex
2722,Segismundo Candelaria,vcasado@example.org,+34877 45 74 17,19.0,F,Chile,Concepción,Inactivo,2024-07-01,4.0,8679.45,2169.8625,2.0,4.0,regex
2723,Horacio Arévalo,luisescalona@example.org,+34972166433,53.0,F,España,Valencia,Activo,2025-07-25,3.0,10032.19,3344.0633333333335,0.0,,regex
2724,Arturo Crespo,bayonamaximiliano@example.org,+34 971 09 93 06,,Otro,Chile,Santiago,Inactivo,2024-08-23,4.0,13662.06,3415.515,0.0,5.0,regex
2725,Carmen Carnero,ehigueras@example.org,+34800 91 04 60,,Otro,Chile,Temuco,Inactivo,2025-10-26,3.0,2766.61,922.2033333333334,0.0,4.0,regex
2726,Flora Merino,iperales@example.com.,00389537227,,F,Colombia,Bogotá,Inactivo,2025-11-01,2.0,386.66999999999996,193.33499999999998,0.0,4.0,regex
2727,Malena Diaz,doloresmaldonado@example.com.,+34979 69 65 77,57.0,M,Colombia,Bucaramanga,Activo,2024-04-19,1.0,574.58,574.58,0.0,,regex
2728,Concha Ybarra,jaenteo@example.org,+34 848 45 34 74,,,España,Málaga,Activo,2026-03-16,1.0,1486.7,1486.7,0.0,,regex
2729,Aldo Rivero,espiridioncardenas@example.org,(494)474-8485x69445,63.0,F,Venezuela,Maturín,Activo,2025-06-15,5.0,14687.070000000002,2937.414,2.0,3.6666666666666665,regex
2730,Desiderio Rivas,jerezeligio@example.com,+34977 13 39 14,33.0,M,Argentina,Rosario,Activo,2026-01-25,1.0,232.81,232.81,0.0,,regex
2731,Valero Lerma,centenoeric@example.net,1-452-591-3720,19.0,M,Venezuela,Maracaibo,Activo,2025-09-27,0.0,0.0,,0.0,,regex
2732,Teodoro Barrena,guajardosara@example.net,+34882 686 207,49.0,M,Argentina,Córdoba,Activo,2026-04-06,5.0,9119.92,1823.984,0.0,,regex
2733,Chus Bonet,asuncionblanes@example.net.,+34920073984,73.0,M,Perú,Lima,Activo,2024-05-17,2.0,1159.68,579.84,0.0,,regex
2734,Alejandro Saucedo,ciriaco14@example.com,+34974 856 621,48.0,Otro,Colombia,Bogotá,Activo,2026-02-28,1.0,3249.5,3249.5,0.0,,regex
